fname,rname,avail,maxLimit,price
Cao lau,Sonic,90,90,12.0
Bak chor mee,The Pizza Pipe Line,30,30,9.5
Kimchi,Hungry Andy's,60,60,9.5
Curry fish head,Saladworks,100,100,12.0
Ayam penyet,QDOBA Mexican Eats,50,50,10.5
Banh xeo,Subway Sandwiches,40,40,5.0
Sichuan pork,McDonald’s,70,70,8.5
Risotto,Subway Citgo of Quarryville,30,30,3.0
Ossobuco,Jimmy John's,20,20,4.5
Sundubu jjigae,Dunkin Donuts,40,40,10.0
Dim sum,Greyhound,100,100,11.0
Polenta,Bb&t,80,80,11.5
Pork bulgogi,Quiznos,40,40,7.5
Tostadas,Taco Mayo,100,100,9.5
Coconut milk curry,Fred's Store,60,60,11.0
Chocolate chip cookie,Loco Moco Drive-Inn,110,110,9.0
Rujak cingur,Jacks Grocery,50,50,8.5
Tempura,Panera Bread,60,60,3.0
Chicken wings,B Z Breakfast Burgers Beyond,80,80,3.5
Kimchi,Quiznos,90,90,7.5
Rau muong,KFC/Taco Bell,20,20,11.5
Pozole,Wings And Philly,70,70,12.0
Tostadas,Subway Sandwiches and Salads,90,90,11.5
Beef soup,Mazatlan Mexican Restaurant,20,20,6.5
Dim sum,Panda,50,50,9.5
Bibimbap,Taco Bell/Pizza Hut Express,80,80,10.0
Donburi,Cinnabon,30,30,10.5
Sate,Mariu Kebabberia Gastronomica,60,60,7.0
Fish kidney curry,Kfc - Kentucky Fried Chicken,80,80,6.0
Pho,Steak N Shake,40,40,7.0
Sate,D'Angelo Grilled Sandwiches,40,40,7.5
Spaghetti Carbonara,Taco Local,20,20,6.5
Nasi goreng,A&W All-American Food,110,110,4.0
Tacos al pastor,Jamjam,90,90,3.5
Bak kut teh,Greek Oven Pizza and Wings,110,110,5.0
Korma,Lee's Famous Recipe Chicken,30,30,4.0
Hot and sour soup,Ernie's All American Burger,100,100,12.0
Tostadas,Ny Chicken Fish,90,90,11.5
Korma,Starbucks,40,40,8.0
Bak chor mee,Thrasher's French Fries,50,50,9.5
Dim sum,Mr. Hero,50,50,6.5
Apple pie,Kennedy Fried Chicken & Pizza,20,20,9.5
Wanton mee,Mr. Hero,80,80,6.5
Pizza,Home Town Buffet,110,110,4.5
Bottarga,Integrated Therapy Specialists: Arnold D Larson,80,80,5.5
Sundubu jjigae,Cook-Out,90,90,7.0
Donburi,Denton's,30,30,6.5
Papdi chaat,Integrated Therapy Specialists: Arnold D Larson,60,60,7.5
Spicy stir fried octopus,El Tarasco Mexican Food,50,50,6.0
Chicken with chestnuts,Sheetz,80,80,12.0
Bak chor mee,Dan's Seafood & Chicken,70,70,11.5
Chicken tikka masala,DQ Grill & Chill,50,50,7.5
Doughnut,Dunkin' Donuts,60,60,9.0
Spaghetti Aglio Olio,Hermosa,40,40,5.0
Bhajji,Sonic Drive in,40,40,6.5
Kimchi stew,Foster's Freeze,90,90,9.0
Enchiladas,Checker's Hamburgers,90,90,11.5
Mole,Jimmy John's,20,20,7.0
Fish kidney curry,McDonald’s,40,40,3.5
Beef rendang,Checker's,90,90,3.5
Steak,L&l Hawaiian Barbecue,80,80,3.5
Tamales,Papa Johns Pizza,80,80,5.0
Thai hanglay curry,A&W Restaurant,110,110,4.0
Cha ca,Gyros Kings,70,70,4.0
Hash browns,In-A-Tub,70,70,4.5
Sundubu jjigae,Subway Citgo of Quarryville,80,80,9.5
Tacos al pastor,Shepard's Drive-In,60,60,10.0
Gogigui,Ben & Jerry's,90,90,11.0
Soto,A&W All-American Foods,50,50,6.0
Beef rendang,Eldon Drive In,110,110,10.5
Risotto,Cook-Out,70,70,11.0
Chicken with chestnuts,Taqueria,70,70,7.0
Spaghetti Aglio Olio,The People Connection,20,20,5.5
Hash browns,Regal Cinemas Tikahtnu  16 IMAX & RPX,60,60,3.5
Tempura,Roy Rogers,110,110,8.5
Isaan soup,Teddy's Bigger Burgers,40,40,7.5
Rau muong,Nielsen's Frozen Custard,80,80,4.0
Ayam goreng,Bush's Chicken,70,70,11.0
Spring rolls,Boston Market 381,20,20,4.0
Steak,Wetzel's Pretzels,110,110,3.5
Szechwan chilli chicken,Papagus Gyros,80,80,11.5
Bak kut teh,McDonalds @ Old Atlanta,80,80,5.5
Cao lau,Checkers,60,60,8.0
Lasagna,The Press Club,70,70,12.0
Chicken wings,A&W/Long John Silvers,90,90,10.5
Cheeseburger,Bobby's Burger Palace,40,40,7.5
Bun bo hue,Jamjam,70,70,3.5
Chocolate chip cookie,LocoL,20,20,8.5
Spicy stir fried octopus,Breadeaux Pizza,90,90,12.0
Nasi goreng,Fazoli's,40,40,10.0
Tostadas,Hot Dog Heaven,30,30,10.0
Boiled vegetable soup,Jack's,100,100,8.5
Szechwan chilli chicken,SONIC Drive In,90,90,10.0
Fried chicken,Steak-out,70,70,6.5
Cantonese chicken soup,A&W All-American Food,110,110,3.0
Oyster omelette,Rich's Mighty Fine Burgers Grub,90,90,10.5
Hokkien prawn mee,KFC - Kentucky Fried Chicken,70,70,5.0
Soba,Blimpie Subs & Sandwiches,30,30,3.5
Szechwan chilli chicken,BLIMPIE,90,90,7.5
Sashimi,Saladworks,50,50,10.5
Nasi goreng,The People Connection,90,90,9.5
Gado gado,Pollo Tropical,80,80,6.5
Laksa,Mr. Hero,20,20,8.0
Naan,Charlie's Chicken,20,20,6.0
Chicken wings,Rallys,90,90,10.0
Goi cuon,Italian Pizzeria Restaurant,100,100,9.5
Chicken rice,Back Yard Burgers,40,40,12.0
Chicken tikka masala,Subway Guitars,60,60,9.0
Banh xeo,China Buddha Inn II,110,110,4.5
Sour soup,Frugal's,100,100,6.5
Pozole,AJ's Hotdogs & Gyros,90,90,11.5
Murg makhani,b.good,100,100,6.5
Chiles en nogada,Golden Chick,110,110,3.0
Wanton mee,Skyline Chili,40,40,10.0
Enchiladas,7-Eleven,30,30,9.0
Kimchi,Tom's Drive In,110,110,4.5
Chocolate chip cookie,Jimmy Johns,90,90,11.5
Natto,Noodles & Company,60,60,8.0
Chicken rice,Kfc - Kentucky Fried Chicken,40,40,5.0
Ayam penyet,Mcdonalds,90,90,12.0
Fried carrot cake,Elevation Burger,50,50,4.5
Elote,Raising Cane's,100,100,4.0
Rujak cingur,Italian Pizzeria Restaurant,110,110,11.5
Udon,Sonic Drive-in,110,110,10.5
Green curry chicken,Del Taco,60,60,12.0
Yakitori,Cook-Out,100,100,11.5
Sundubu jjigae,Scoopers,40,40,12.0
Pork bulgogi,Rocky's,40,40,8.5
Naan,Jersey Jacks Eatery,40,40,11.5
Beef soup,Carl's Jr - Green Burrito,90,90,5.5
Beef soup,Denton's,50,50,8.5
Kimchi stew,Ll Hawaiian Barbecue,70,70,8.0
Wanton mee,Penn Station East Coast Subs,50,50,9.0
Tacos al pastor,Mc Donalds,90,90,6.5
Pho,Famous Dave's,110,110,6.5
Samgyeopsal,Royal Buffet,40,40,5.0
Pozole,Panda,30,30,7.0
Bak kut teh,Mr Hero,20,20,10.0
Kimchi,Toppers Pizza,90,90,6.0
Pho,Omega Drive-In,60,60,5.5
Tempura,Sarku Japan,50,50,10.0
Tom yum goong,Subway - Roland Park,50,50,4.5
Spicy stir fried octopus,McDonald’s,50,50,5.5
Chicken with chestnuts,Checker's,20,20,10.0
Ayam goreng,World Wrapps,100,100,7.0
Banh xeo,Freddy's Steakburger,80,80,6.0
Green curry chicken,Bills Place,20,20,3.5
Fried chicken,Boston Market,30,30,10.0
Boiled vegetable soup,The Chicken Place,110,110,7.0
Ribollita,B Z Breakfast Burgers Beyond,80,80,10.5
Green curry chicken,Wendys,60,60,12.0
Noodles,Ben & Jerry's,60,60,8.0
Bak chor mee,Islands Restaurant,100,100,9.5
Guacamole,Sammy Carry-Out,100,100,6.0
Stir fried tofu with rice,Geno's Fast Break,80,80,9.5
Bak chor mee,Roly Poly,70,70,7.0
Bottarga,Mcdonald's,70,70,4.5
Ga tan,The Chicken Place,70,70,4.5
Steak,Tropical Smoothie Cafe,110,110,10.5
Gado gado,Cook Out,100,100,5.0
Soto,Tubby's Grilled Submarines,70,70,9.5
Curry fish head,Fred's Store,90,90,10.5
Tandoori chicken,Chick-fil-a Truett's Luau,90,90,11.0
Cantonese chicken soup,Cousins Subs of Green Bay - Oneida St. & Ramada Way,80,80,6.5
Chicken galangal soup,Taco Mayo,20,20,11.5
Fried chicken,b.good,50,50,6.0
Naan,Frugals,20,20,6.0
Natto,Papa John's Pizza,100,100,6.0
Murg makhani,Shoney's on the Go,80,80,12.0
Beef rendang,Jim's Coney Island,50,50,5.0
Coconut milk curry,Kennedy Fried Chicken & Pizza,90,90,5.0
Vegetable fried rice,Kim Lee Fast Food,30,30,4.5
Tandoori chicken,Northeastern State University,20,20,5.5
Pho,Tom's Grill,60,60,4.0
Ayam goreng,Hegenburgers,80,80,5.0
Hot and sour soup,Long John Silvers / A&W,60,60,7.5
Dim sum,Rich's Mighty Fine Burgers Grub,50,50,8.5
Nem ran,Checker's,110,110,8.5
Hot and sour soup,Carls Jr. / Green Burrito,80,80,10.5
Chicken rice,Vista Drive In,110,110,11.5
Ga tan,Checker's Hamburgers,110,110,9.5
Enchiladas,A&W Restaurant,90,90,11.0
Boiled vegetable soup,Shloma Inc,50,50,5.0
Boiled vegetable soup,Sonic Drive-in,100,100,5.0
Murg makhani,Travelcenters of America,20,20,10.0
Sichuan pork,Luna Corner Pizza,100,100,7.0
Pizza,Vista Drive In,80,80,9.0
Chicken rice,Hermosa,20,20,8.0
Steak,Good Times Burgers & Frozen Custard,20,20,6.0
Kaya toast,Milo's Hamburgers,110,110,7.5
Bhajji,Everest,20,20,4.0
Spaghetti Bolognese,Papagus Gyros,70,70,8.5
Ramyeon,Wingstop,110,110,5.5
Coconut milk curry,Mr. Hero,30,30,4.0
Risotto,Papagus Gyros,30,30,10.0
Dim sum,Famous Dave's,40,40,10.5
Sichuan pork,Ball State Lafollette Dining,60,60,8.5
Murg makhani,Rubio's Coastal Grill,100,100,4.0
Tofu,Nick's Gyros,40,40,9.5
Murg makhani,Peking Wok,40,40,12.0
Soba,Checker's Hamburgers,60,60,5.5
Gado gado,DQ Grill & Chill,40,40,10.5
Chocolate chip cookie,Subway Sandwiches and Salads,100,100,6.0
Pizza,Jim's Coney Island,60,60,12.0
Naan,White Manna Hamburgers,30,30,6.5
Green curry chicken,Cherry Hill Drive In Ice Cream,60,60,7.5
French fries,Omega Drive-In,50,50,3.0
Coconut milk curry,Charleys Philly Steaks,100,100,7.5
Cha ca,Zip's Hamburgers And Fish,30,30,12.0
Tostadas,Subway Guitars,110,110,11.0
Ayam goreng,Chipotle Mexican Grill,100,100,7.5
Szechwan chilli chicken,Mazatlan Mexican Restaurant,40,40,8.5
Cantonese chicken soup,DQ Woodlands,100,100,11.5
Spring rolls,Domino's Pizza,70,70,4.5
Ramen,Richie's Restaurant,110,110,10.5
Vegetable fried rice,Pete's Burgers,90,90,5.5
Szechwan chilli chicken,QDOBA Mexican Eats,80,80,8.0
Green curry chicken,Crystal Restaurant,20,20,8.5
Samgyeopsal,Fuku,40,40,9.5
Pizza,Milo's Hamburgers,50,50,5.5
Green curry chicken,Petro's Chili & Chips,40,40,6.5
Enchiladas,Costa Vida,40,40,11.0
Polenta,Cook-Out,80,80,6.5
Chicken tikka masala,Pick Up Stix,110,110,11.5
Sour soup,Don & Millie's,50,50,5.0
Donburi,Johnny Rockets,50,50,10.5
Cao lau,Thunder Ridge Ampride,70,70,3.0
Kimchi stew,Char-Grill,100,100,7.5
Ayam goreng,Bravo Tacos,70,70,11.5
Kimchi,Granny's Drive-In,50,50,3.5
Banh xeo,Dunkin' Donuts,60,60,12.0
Ramen,Papa John's,40,40,9.0
Cantonese chicken soup,Taco Mayo,40,40,5.5
Tandoori chicken,Noodles & Company,20,20,7.5
Risotto,A&W Restaurant,110,110,6.5
Coconut milk curry,AJ's Hotdogs & Gyros,40,40,10.5
Chole,Dairy Isle,50,50,8.0
Spaghetti Aglio Olio,Madison Street Subs,60,60,7.5
Bak chor mee,Los Verdes,70,70,11.5
Bak kut teh,Froots,70,70,11.5
Risotto,Tropical Smoothie Cafe,60,60,5.5
Spring rolls,SUBWAY,110,110,11.5
Spaghetti Aglio Olio,Aw Restaurant,50,50,10.5
Cha ca,Pita Pit,30,30,4.5
Szechwan chilli chicken,Braum's Ice Cream & Dairy Store,100,100,5.0
Bakso,Kennedy Fried Chicken & Pizza,40,40,10.5
Tacos al pastor,QDOBA Mexican Eats,20,20,8.0
Goi cuon,Mario's Natural Roman Pizza,50,50,11.5
Boiled vegetable soup,Greek Oven Pizza and Wings,90,90,12.0
Tostadas,Slim Chickens,50,50,4.5
Tandoori chicken,Port Of Subs,40,40,3.5
Boiled vegetable soup,Seaside Eatery,100,100,5.5
Sashimi,Royal Buffet,80,80,10.5
Isaan soup,Portillo's,20,20,9.0
Szechwan chilli chicken,Tudor's Biscuit World,70,70,10.5
Apple pie,Raising Cane's Chicken Fingers,80,80,10.0
Bak chor mee,Fatburger,20,20,11.5
Fried chicken,Ball State Lafollette Dining,100,100,10.5
Korma,Charleys Philly Steaks,90,90,8.5
Cao lau,Kettle Restaurant,80,80,11.5
Naan,B. Good,40,40,9.5
Macaroni and Cheese,Bamboo Bistro,20,20,11.0
Spaghetti Carbonara,KFC,110,110,5.0
Kaya toast,Papagus Gyros,40,40,7.5
Spaghetti Carbonara,Furr's,40,40,7.0
Cantonese chicken soup,Hegenburgers,60,60,11.0
Nasi goreng,Chick-fil-a,100,100,7.5
Bak kut teh,Dino's Gyros,100,100,7.5
Bhajji,Mocha Express,20,20,4.5
Ayam penyet,Fitness 19,40,40,9.5
Palak paneer,Home Town Buffet,90,90,11.0
Pork bulgogi,Raising Cane's Chicken Fingers,70,70,5.0
Tom yum goong,Lee's Famous Recipe Chicken,110,110,8.0
Tofu,Subway Guitars,100,100,5.0
Fried carrot cake,Bush's Chicken,60,60,7.5
Spring rolls,Teddy's Bigger Burgers,30,30,10.0
Rau muong,Chipotle Mexican Grill,60,60,4.5
Sushi,Bush's Chicken,20,20,3.0
Naan,Crystal Restaurant,90,90,9.5
Nasi goreng,Vista Drive In,80,80,7.5
Chicken wings,AJ's Hotdogs & Gyros,60,60,3.5
Tostadas,Kings Contrivance Jewelers,60,60,8.5
Vegetable fried rice,Hardee's,60,60,10.5
Banh xeo,Raising Cane's,60,60,5.5
Curry fish head,Rancher's Roast Beef Inc.,110,110,5.0
Oyster omelette,Food 4 Less,80,80,10.5
Soba,Mc Donalds,70,70,8.0
Cheeseburger,Rocky's,20,20,5.0
Chicken galangal soup,Jolly's Drive-In,100,100,7.0
Soba,Mcdonald's,50,50,8.5
Paratha,Maria's Fry Bread & Mexican Food,80,80,5.5
Chole,Captain D's Seafood,20,20,9.0
Samgyeopsal,Jamba Juice,30,30,4.5
Cha ca,Madison Street Subs,30,30,4.0
Bak kut teh,Jack's,70,70,4.0
Palak paneer,Sonic Drive-In,60,60,7.5
Mole,Spangle's,80,80,3.5
French fries,Blakes Lotaburger,40,40,9.5
Bak kut teh,Baja Fresh Mexican Grill,100,100,4.0
Oyster omelette,Your Healthy Habit,40,40,6.0
Isaan soup,Travelcenters of America,90,90,8.5
Spicy stir fried octopus,Foster's Freeze,60,60,9.5
Curry fish head,Great Steak & Potato Co,90,90,6.0
Bak kut teh,Long John Silver's,90,90,4.5
Paratha,Tasty Carryout,30,30,4.5
Natto,Steak 'N Shake,50,50,9.0
Chicken with chestnuts,Subway (johnson) @ Jonesboro,30,30,11.5
Palak paneer,Bobby's Burger Palace,100,100,9.5
Nem ran,Long John Silver/ A&W,100,100,3.5
Donburi,Jim's Coney Island,90,90,7.0
Lasagna,Charcoal Delights,70,70,9.5
Chicken rice,Subway - Roland Park,70,70,3.0
Coconut milk curry,El Paragua Restaurant,20,20,11.0
Bun bo hue,Frisch's Big Boy,20,20,3.0
Soto,Arby's Antigo,60,60,3.5
Korma,China King Restaurant,100,100,6.0
Fish kidney curry,Pollo Campero,60,60,9.5
Ramyeon,TacoTime,30,30,3.0
Ayam penyet,Thunder Ridge Ampride,70,70,3.5
Chicken wings,JCW's,80,80,11.0
Hash browns,Blondies,90,90,12.0
Apple pie,Hot Dog On A Stick,60,60,11.5
Cha ca,Maui Tacos,100,100,6.5
Hot and sour soup,Luna Corner Pizza,50,50,4.5
Bottarga,Dominos Pizza,110,110,11.0
Natto,Culvers,100,100,5.5
Banh khot,Jacks Grocery,110,110,5.0
Ribollita,Sensenig Poultry LLC,90,90,6.0
Fried chicken,Chicken Express,20,20,5.0
Bakso,Chick-fil-A,70,70,9.0
Elote,Popeyes,80,80,4.5
Bottarga,World Wrapps,30,30,6.0
Apple pie,Crown Fried Chicken,100,100,5.0
Isaan soup,Mc Donalds,60,60,8.5
Coconut milk curry,Carl's Jr - Green Burrito,110,110,3.5
Bun bo hue,Papagus Gyros,100,100,8.0
Fish stew,Pizza Primetime,20,20,3.0
Beef soup,Jamjam,90,90,8.0
Elote,KFC/Taco Bell,100,100,6.0
Noodles,Steak N Shake,100,100,5.5
Sashimi,Nick's Burgers,50,50,10.5
Hash browns,Chicken Express,100,100,8.5
Gogigui,The Agora,60,60,3.5
Spaghetti Bolognese,name,70,70,12.0
Cha ca,Schlotzsky's,80,80,3.0
Steak,Jack In The Box,80,80,6.5
Chocolate chip cookie,Chicago Union Station Food Court,30,30,7.5
Banh khot,Tubby's Grilled Submarines,110,110,4.0
Fried carrot cake,Arctic Circle,70,70,8.0
Doughnut,Samurai Sam's,40,40,9.5
Spaghetti Bolognese,Rush's,100,100,5.0
Paratha,Mayfair Boardwalk Grill,50,50,7.5
Tacos al pastor,Taco Bell,80,80,5.5
Enchiladas,Sonic Drive-In,50,50,11.0
Chole,Custard Hut & Pizza,20,20,3.5
Kaya toast,Charlie's Chicken,20,20,6.0
Stir fried tofu with rice,Pei Wei,40,40,10.5
Tostadas,Kim Lee Fast Food,60,60,4.5
Soto,Fatburger,60,60,7.5
Steak,Del Taco,100,100,8.0
Kimchi,Mcdonald's,100,100,11.5
Dim sum,Sensenig Poultry LLC,30,30,11.0
Fried chicken,Music City Subs,90,90,5.5
Enchiladas,Jollibee,70,70,11.5
Chole,Bob Evans Restaurant,90,90,9.5
Fish kidney curry,Captain D's,60,60,7.5
Pork bulgogi,Ernie's All American Burger,100,100,9.0
Ga tan,Wendy Two Two Eight,20,20,10.0
Chiles en nogada,Carls Jr,110,110,3.0
Bottarga,Culvers,100,100,9.5
Guacamole,Round Table Pizza,60,60,8.5
Gado gado,Mazatlan Mexican Restaurant,90,90,9.0
Soba,Farmer Boys,70,70,4.5
Yakitori,Charlie's Chicken,70,70,5.5
Bak kut teh,Chris' Drive-In,90,90,8.0
Tandoori chicken,Taco Time,110,110,8.0
Oyster omelette,Petro's Chili & Chips,80,80,7.0
Banh khot,Wendy Two Two Eight,30,30,10.5
Elote,Richie's Restaurant,80,80,7.5
Sushi,Redbox,80,80,6.0
Bottarga,Chester's Grill,70,70,11.5
Sichuan pork,Sunrise Cafe,90,90,5.5
Ribollita,Cousins Subs of Green Bay - Oneida St. & Ramada Way,30,30,10.0
Rujak cingur,Mr Hero,60,60,5.5
Kaya toast,Dunkin Donuts,50,50,3.0
Kaya toast,In-A-Tub,110,110,5.5
Chicken galangal soup,Spangle's,20,20,10.5
Fish kidney curry,Cook-Out,40,40,11.5
Yakitori,In-N-Out Burger,50,50,4.5
Ayam penyet,Windmill Gourmet Fast Foods,30,30,5.5
Lasagna,Taco Del Mar,90,90,7.5
Sate,Flash Foods / McDonald's,20,20,10.0
Soto,Smashburger,60,60,11.5
Bottarga,Original Tracks,70,70,7.5
Pozole,Gabby's Burgers & Fries,70,70,5.5
Pozole,Original Tracks,110,110,8.5
Sashimi,Mcdonald's #25557,40,40,3.5
Risotto,Sonic Drive-in,110,110,3.0
Kaya toast,b.good,50,50,9.5
Papdi chaat,Cousins Subs,70,70,6.0
Ramen,Denton's,20,20,12.0
Szechwan chilli chicken,Blake's LotaBurger,20,20,3.5
Yakitori,Blondies,40,40,5.0
Nem ran,Nathan's Famous,90,90,9.5
Palak paneer,Mario's Natural Roman Pizza,30,30,9.5
Coconut milk curry,Lee's Oriental Martial Arts,40,40,8.0
Thai hanglay curry,Einstein Bros Bagels,80,80,9.0
Fish kidney curry,Burger King,110,110,10.5
Udon,Bob Evans,30,30,7.5
Papdi chaat,Travelcenters of America,30,30,6.5
Guacamole,Lime Ricky World,50,50,9.0
Thai hanglay curry,Subway - Roland Park,50,50,3.0
Vegetable fried rice,Greyhound,60,60,10.5
Kaya toast,Wings N' More Wings,40,40,10.0
Bun bo hue,Taco Bell,40,40,4.0
Chicken wings,Qdoba Mexican Grill,60,60,3.5
Donburi,Popeyes Chicken and Biscuits,20,20,3.0
Oyster omelette,Jolly's Drive-In,40,40,4.5
Chicken galangal soup,Sheetz,60,60,9.0
Thai hanglay curry,Flash Foods / McDonald's,80,80,12.0
Chicken tikka masala,The Break Away Sports Cafe,80,80,8.0
Gogigui,OMG! Rotisserie,80,80,9.5
Sour soup,A&W,30,30,7.5
Polenta,The Chicken Place,20,20,10.5
Chicken with chestnuts,SUBWAY®,20,20,10.5
Donburi,Scoopers,30,30,4.0
Sashimi,Jolly's Drive-In,90,90,8.5
Cha ca,Shepard's Drive-In,50,50,9.0
Chicken rice,Cookout,100,100,11.5
Naan,The Chicken Place,100,100,3.5
Goi cuon,Tropical Smoothie Cafe,50,50,11.0
Sashimi,Kam's Chop Suey,70,70,5.0
Sour soup,Nick's Burgers,90,90,5.5
Coconut milk curry,Greyhound,50,50,10.0
Naan,In-N-Out Burger,80,80,9.0
Samgyeopsal,The Halal Guys,110,110,4.0
Sichuan pork,Popeyes Chicken and Biscuits,40,40,7.5
Fish kidney curry,Rallys,110,110,9.5
Chiles en nogada,Mr Char-Burger,90,90,10.5
Sichuan pork,The Chicken Place,20,20,10.5
Polenta,Carl's / Green Burrito,50,50,6.5
Ribollita,Taco Mayo,90,90,6.0
Yakitori,Dairy Queen Grill & Chill,30,30,3.0
Szechwan chilli chicken,Steak N Shake,20,20,7.0
Lasagna,Pal's Sudden Service,50,50,10.0
Chilaquiles,Charleys Philly Steaks,50,50,8.5
Rawon,Crispy Chicken & Seafood,110,110,3.0
Chicken tikka masala,Aprisa Mexican Cuisine,90,90,4.5
Noodles,Lee's Oriental Martial Arts,40,40,7.0
Tacos al pastor,McLaren's Pantry,80,80,6.5
Enchiladas,George's Gyros Spot,110,110,3.5
Chicken with chestnuts,Omelette House,30,30,4.0
Chicken tikka masala,St Louis Original Hamburgers,30,30,5.0
Mole,Pizza Factory,50,50,6.0
Steak,Dawg House Grill,50,50,4.0
Sashimi,Carls Jr. / Green Burrito,20,20,11.0
Ramen,Eagan's Drive-In,100,100,4.5
Fish stew,Jimmy Johns,100,100,3.5
Pork bulgogi,Ball State Lafollette Dining,20,20,4.0
Ga tan,The Honeybaked Ham Company,80,80,5.0
Ribollita,Chickenow,30,30,8.5
Chiles en nogada,Cook-Out,70,70,8.5
Risotto,Captain D's Seafood,20,20,3.5
Bibimbap,Starbucks,30,30,7.0
Sashimi,Arby's Antigo,30,30,9.0
Bak chor mee,Thrashers French Fries,30,30,9.5
Donburi,Costa Vida,70,70,4.5
Fish stew,Cook-Out,50,50,3.5
Ramen,Fred's Store,60,60,11.5
Spaghetti Carbonara,Church's Chicken,110,110,9.5
Green curry chicken,Mcdonalds,90,90,10.0
Isaan soup,Popeye's Chicken & Biscuits,100,100,5.5
Palak paneer,DQ Grill & Chill,100,100,3.0
Natto,A&W All-American Food,70,70,10.0
Ayam penyet,Long John Silver's / A&W,90,90,8.0
Hokkien prawn mee,Kenny's Drive-In,60,60,5.5
Enchiladas,Bills Place,40,40,8.5
Sundubu jjigae,Kerby's Koney Island,20,20,10.0
Isaan soup,Coop DeVille,30,30,12.0
Soto,Chick-fil-a Superstition Springs Center,90,90,9.0
Bibimbap,Pete's Burgers,90,90,11.0
Pozole,Travelcenters of America,40,40,6.5
Spaghetti Bolognese,Hotdoks,50,50,7.5
Ayam penyet,DQ Grill & Chill / Orange Julius,50,50,8.0
Fried chicken,The People Connection,100,100,11.5
Curry fish head,Arby's Antigo,70,70,8.0
Beef rendang,Papa John's Pizza,70,70,4.5
Rawon,McDonald’s,90,90,4.5
Rawon,Tropical Smoothie Cafe,50,50,12.0
Sundubu jjigae,Raising Cane's Chicken Fingers,60,60,12.0
Sushi,Popeye's,70,70,10.0
Fish stew,Yum Brands Inc,70,70,6.5
Stir fried tofu with rice,Carl's Jr,110,110,3.0
Ayam goreng,Don & Millie's,80,80,5.5
Tom yum goong,Wingstreet,110,110,7.0
Isaan soup,Pick Up Stix,30,30,3.0
Udon,Quiznos,70,70,11.0
Doughnut,Omelette House,90,90,8.5
Hash browns,Steak-out,20,20,9.0
Ramyeon,Fab Wings N Burgers,30,30,7.5
Ossobuco,The Flame Broiler,80,80,10.5
Banh khot,Golden Chick,30,30,4.0
Green curry chicken,Jason's Deli,70,70,5.5
Chicken rice,Popeye's,20,20,9.0
Soba,JCW's,20,20,11.5
Ayam goreng,Comilao Lanches Bakery,70,70,8.5
Spaghetti Aglio Olio,L&L Hawaiian Barbecue,80,80,5.5
Cantonese chicken soup,b.good,90,90,12.0
Kimchi stew,Quiznos,50,50,5.0
Palak paneer,Quizno's +,40,40,8.0
Nasi goreng,The Great Steak & Potato Co.,100,100,10.0
Doughnut,Carl's Jr.,70,70,5.0
Chicken rice,Quiznos Sub,70,70,8.5
Tofu,Geno's Fast Break,90,90,5.5
Tamales,Sonic,80,80,12.0
Gado gado,Chick-fil-a Truett's Luau,20,20,4.5
Udon,Steak N Shake,40,40,7.0
Sundubu jjigae,Chester's Grill,50,50,5.0
Kaya toast,KFC/Taco Bell,20,20,9.0
Chicken wings,Moe's Original Bar B Que,90,90,9.0
Goi cuon,Convergence Zone,90,90,11.5
Pizza,Taqueria,50,50,4.0
Hokkien prawn mee,Kings Contrivance Jewelers,30,30,3.0
Pork bulgogi,Dairy Queen,40,40,8.5
Nem ran,Convergence Zone,50,50,3.5
Beef soup,Subway - Roland Park,70,70,4.5
Chicken tikka masala,Captain D's,50,50,7.5
Ayam penyet,Popeye's Louisiana Kitchen,100,100,3.0
Gado gado,Burger King Salou,110,110,3.0
Oyster omelette,Farmer Boys,80,80,8.5
Gado gado,Chick-fil-a Magnolia Mall,40,40,8.0
Paratha,Sonic,80,80,6.5
Coconut milk curry,Jack Pirtles Chicken,30,30,8.5
Rujak cingur,Mazatlan Mexican Restaurant,60,60,10.5
Guacamole,Sbarro,90,90,11.5
Murg makhani,BLIMPIE,110,110,9.5
Kimchi,Dawg House Grill,40,40,4.5
Natto,Lee's Famous Recipe Chicken,80,80,11.5
Fish stew,Jersey Jacks Eatery,60,60,7.5
Sate,Runza,110,110,10.0
Szechwan chilli chicken,Wingstop,40,40,6.5
Tandoori chicken,J J Fish and Chicken,100,100,7.5
Chiles en nogada,Sonic Drive-in (trailer),30,30,6.5
Nem ran,BLIMPIE,50,50,7.5
Spaghetti Bolognese,Pollo Campero,30,30,8.5
Wanton mee,Char-Grill,30,30,10.0
Gado gado,Tom's Drive In,90,90,11.0
Kaya toast,Port of Subs,30,30,6.0
Macaroni and Cheese,Everest,20,20,9.5
Stir fried tofu with rice,Tom & Jerry's,50,50,4.5
Spaghetti Aglio Olio,Raising Cane's Chicken Fingers,110,110,11.0
Curry fish head,Convergence Zone,40,40,4.5
Samgyeopsal,Lion's Choice,100,100,6.5
Hash browns,Dino's Gyros,90,90,10.0
Hash browns,Scoopers,50,50,3.5
Bak kut teh,Strongwater Spirits & Botanicals,40,40,3.5
Bak chor mee,Dual - Carls / Grn Burrito 1100654,100,100,6.5
Guacamole,Soulfish Grill,20,20,6.5
Nem ran,Blake's Lotaburger,20,20,6.0
